character_id,ability,synergy_tag,synergy_type,ability_text
Coulson,ultimate,Minion,enemy,"EMP Punch  Attack primary target for 260% damage. Attack all other enemies for 210% damage.

In WAR:
> Transfer 4 positive effects from primary target to all non-MINION S.H.I.E.L.D. and NEW AVENGER allies.
> Flip all positive effects on primary target.

Clear all positive effects from all enemies.
Apply Slow + Heal Block to all TECH and BIO enemies.

In WAR, this attack cannot be counterattacked or blocked. Level Required: 68  t4 confidence 20.8%"
Coulson,ultimate,New Avenger,enemy,"EMP Punch  Attack primary target for 260% damage. Attack all other enemies for 210% damage.

In WAR:
> Transfer 4 positive effects from primary target to all non-MINION S.H.I.E.L.D. and NEW AVENGER allies.
> Flip all positive effects on primary target.

Clear all positive effects from all enemies.
Apply Slow + Heal Block to all TECH and BIO enemies.

In WAR, this attack cannot be counterattacked or blocked. Level Required: 68  t4 confidence 20.8%"
Coulson,ultimate,S.H.I.E.L.D.,enemy,"EMP Punch  Attack primary target for 260% damage. Attack all other enemies for 210% damage.

In WAR:
> Transfer 4 positive effects from primary target to all non-MINION S.H.I.E.L.D. and NEW AVENGER allies.
> Flip all positive effects on primary target.

Clear all positive effects from all enemies.
Apply Slow + Heal Block to all TECH and BIO enemies.

In WAR, this attack cannot be counterattacked or blocked. Level Required: 68  t4 confidence 20.8%"
Coulson,ultimate,Tech,enemy,"EMP Punch  Attack primary target for 260% damage. Attack all other enemies for 210% damage.

In WAR:
> Transfer 4 positive effects from primary target to all non-MINION S.H.I.E.L.D. and NEW AVENGER allies.
> Flip all positive effects on primary target.

Clear all positive effects from all enemies.
Apply Slow + Heal Block to all TECH and BIO enemies.

In WAR, this attack cannot be counterattacked or blocked. Level Required: 68  t4 confidence 20.8%"
Crystal,basic,BLASTER,ally,"A member of the Inhuman royal family, Crystal's mastery of the elements makes her a versatile Blaster."
Crystal,basic,Inhuman,ally,"A member of the Inhuman royal family, Crystal's mastery of the elements makes her a versatile Blaster."
CullObsidian,basic,Black Order,enemy,Cull Obsidian is a Protector who guards the Black Order and retaliates against those who would defy Thanos.
CullObsidian,basic,PROTECTOR,enemy,Cull Obsidian is a Protector who guards the Black Order and retaliates against those who would defy Thanos.
CullObsidian,ultimate,Legendary,ally,"Obsidian Guard  Clear 2 negative effects from self. If a LEGENDARY VILLAIN is an ally, clear all negative effects instead.
Gain Taunt for 2 turns + Defense Up for 2 turns + Deathproof.
Heal for 20% of this character's Max Health. Level Required: 68  t4 confidence 27.4%"
CullObsidian,ultimate,Villain,ally,"Obsidian Guard  Clear 2 negative effects from self. If a LEGENDARY VILLAIN is an ally, clear all negative effects instead.
Gain Taunt for 2 turns + Defense Up for 2 turns + Deathproof.
Heal for 20% of this character's Max Health. Level Required: 68  t4 confidence 27.4%"
Cyclops,passive,X-Men,ally,"To Me!  Apply Taunt to the 2 most injured non-summoned non-primary target enemies, ignoring Stealth. Call 2 random allies to each attack one of the previous enemies.

Attack primary target for 350% damage.

Apply Defense Up and Regeneration to the 3 most injured X-MEN allies or self.
Apply Defense Up and Deflect to the 3 highest Health X-TREME X-MEN allies or self.

In RAIDS, Barrier the 3 most injured X-MEN allies or self for 20% of this character's Max Health.

This attack cannot be counterattacked. Level Required: 68  t4 confidence 47.5%"
Cyclops,special,X-Men,ally,"Assist/Counter Info Attack primary target for 220% damage + 17% Piercing + 100% chance to apply Defense Down.If this character has 1 or more X-MEN allies, always apply Defense Down."
Cyclops,ultimate,X-Men,enemy,"Optic Blast  Attack primary target for 300% damage + apply Defense Down.

If this character has 1 or more X-MEN allies, apply Slow to primary target. Level Required: 65  t4 confidence 42.2%"
Dagger,passive,Hero,enemy,"Pique  Attack primary target for 320% Piercing + clear all positive effects. Chain to 4 adjacent targets for 290% Piercing + On Crit, clear 3 random positive effects.
Counterattack breaks this Chain.

Clear Heal Block from all MYSTIC HERO and NEW WARRIOR allies.
Heal all allies for 20% of this character's Max Health. Level Required: 68  t4 confidence 52.8%"
Dagger,passive,Mystic,enemy,"Pique  Attack primary target for 320% Piercing + clear all positive effects. Chain to 4 adjacent targets for 290% Piercing + On Crit, clear 3 random positive effects.
Counterattack breaks this Chain.

Clear Heal Block from all MYSTIC HERO and NEW WARRIOR allies.
Heal all allies for 20% of this character's Max Health. Level Required: 68  t4 confidence 52.8%"
Dagger,passive,New Warrior,ally,"Pique  Attack primary target for 320% Piercing + clear all positive effects. Chain to 4 adjacent targets for 290% Piercing + On Crit, clear 3 random positive effects.
Counterattack breaks this Chain.

Clear Heal Block from all MYSTIC HERO and NEW WARRIOR allies.
Heal all allies for 20% of this character's Max Health. Level Required: 68  t4 confidence 52.8%"
DaimonHellstrom,passive,Brimstone,ally,"Hellstorm  Flip Offense Down on self.

Attack all enemies for 400% Piercing.
On Kill, repeat this attack.

In WAR:
 > If no character has completed a turn this match, this character has 3 BRIMSTONE allies, and does not have Exhausted, reduce the duration of all positive effects by 2 to all enemies.
 > Clear Revive Once from all enemies.
 > Apply Ability Block to all SUPPORT and CONTROLLER enemies.
 > This attack gains 1,000% Extra Focus against SUPPORT and CONTROLLER enemies.

Apply Disrupted and Trauma to all enemies.

This attack ignores Defense Up.
In WAR, this attack cannot be counterattacked, dodged, or blocked. Level Required: 70  t4 confidence 61.8%"
DaimonHellstrom,passive,CONTROLLER,enemy,"Hellstorm  Flip Offense Down on self.

Attack all enemies for 400% Piercing.
On Kill, repeat this attack.

In WAR:
 > If no character has completed a turn this match, this character has 3 BRIMSTONE allies, and does not have Exhausted, reduce the duration of all positive effects by 2 to all enemies.
 > Clear Revive Once from all enemies.
 > Apply Ability Block to all SUPPORT and CONTROLLER enemies.
 > This attack gains 1,000% Extra Focus against SUPPORT and CONTROLLER enemies.

Apply Disrupted and Trauma to all enemies.

This attack ignores Defense Up.
In WAR, this attack cannot be counterattacked, dodged, or blocked. Level Required: 70  t4 confidence 61.8%"
DaimonHellstrom,passive,SUPPORT,enemy,"Hellstorm  Flip Offense Down on self.

Attack all enemies for 400% Piercing.
On Kill, repeat this attack.

In WAR:
 > If no character has completed a turn this match, this character has 3 BRIMSTONE allies, and does not have Exhausted, reduce the duration of all positive effects by 2 to all enemies.
 > Clear Revive Once from all enemies.
 > Apply Ability Block to all SUPPORT and CONTROLLER enemies.
 > This attack gains 1,000% Extra Focus against SUPPORT and CONTROLLER enemies.

Apply Disrupted and Trauma to all enemies.

This attack ignores Defense Up.
In WAR, this attack cannot be counterattacked, dodged, or blocked. Level Required: 70  t4 confidence 61.8%"
Daken,basic,Mutant,ally,"After years of abuse, mistrust, and manipulation by his kidnappers, the son of Wolverine uses mutant senses, healing factor, and claws to viciously hunt down his enemies."
Daken,passive,Mercs for Money,ally,"Cut to Pieces  Attack primary and adjacent targets for 250% damage + apply 2 Bleed + reduce Speed Bar by 5%. Attack for 250% Piercing to any target with Safeguard instead.
Repeat this attack 2 additional times.

Flip 3 negative effects to positive effects for self and all MERCS FOR MONEY allies. Level Required: 70  t4 confidence 27.4%"
Daken,ultimate,SUPPORT,enemy,"Can't Run, Can't Hide  Attack primary target for 300% Piercing.
Chain to 4 adjacent targets for 300% Piercing. This attack can Chain to Stealth targets.
Flip 3 random positive effects into negative effects + apply 2 Bleed for 1 turn and Slow for 2 turns to each target.

Bonus Attack the enemy with the highest Damage, ignoring Taunt and Stealth, for 300% Piercing + flip all positive effects into negative effects + apply 2 Bleed for 1 turn and Slow for 2 turns. If that target had Stealth before the initial attack, apply Ability Block for 1 turn, Heal Block for 2 turns, and Trauma for 2 turns to that target.

In WAR, Bonus Attack the enemy SUPPORT with the highest Damage, ignoring Taunt and Stealth, for 300% Piercing + flip all positive effects into negative effects + apply Ability Block for 1 turn, 2 Bleed for 1 turn, Slow for 2 turns, Heal Block for 2 turns, and Trauma for 2 turns.

Gain Immunity.

This attack gains +25% Extra Damage against targets that had Stealth before the initial attack.
This attack cannot be blocked, dodged, or counterattacked. Level Required: 68  t4 confidence 32.0%"
Daredevil,passive,Daring Warrior,enemy,"Throw Baton  Attack primary target for 250% damage + Chain to 2 targets within 2 spaces of previous target for 200% damage.

Apply 2 Counter to self and all DEFENDER and DARING WARRIOR allies.

Dodge breaks this Chain. Level Required: 68  t4 confidence 30.1%"
Daredevil,passive,Defender,enemy,"Throw Baton  Attack primary target for 250% damage + Chain to 2 targets within 2 spaces of previous target for 200% damage.

Apply 2 Counter to self and all DEFENDER and DARING WARRIOR allies.

Dodge breaks this Chain. Level Required: 68  t4 confidence 30.1%"
Daredevil,special,Shadowland,enemy,"Assist/Counter Info Attack primary target for 205% damage + 17% Piercing damage.When forced to attack an ally, this character deals 25% damage to SHADOWLAND characters."
Daredevil,ultimate,Daring Warrior,enemy,"Strike Without Fear  Attack primary target for 270% damage + Bonus Attack for 200% damage.

When forced to attack an ally, this character deals less damage to DARING WARRIOR characters. Level Required: 65  t4 confidence 42.0%"
DaredevilModern,basic,Hand,ally,"Reborn after almost dying fighting The Hand, Daredevil's new look comes with a new attitude. The Vigilante team's Protector, he heals his allies while taunting their enemies, all while wearing the colors of his late father, ""Battlin"" Jack Murdock."
DaredevilModern,basic,PROTECTOR,enemy,"Reborn after almost dying fighting The Hand, Daredevil's new look comes with a new attitude. The Vigilante team's Protector, he heals his allies while taunting their enemies, all while wearing the colors of his late father, ""Battlin"" Jack Murdock."
DaredevilModern,basic,Vigilante,ally,"Reborn after almost dying fighting The Hand, Daredevil's new look comes with a new attitude. The Vigilante team's Protector, he heals his allies while taunting their enemies, all while wearing the colors of his late father, ""Battlin"" Jack Murdock."
DaredevilModern,passive,Vigilante,ally,"Witness Protection  Attack primary and adjacent targets for 380% damage + apply +1 Vulnerable, up to a maximum of 5.

Clear all negative effects from self and all allies.

Gain Taunt for 2 turns.

Apply Defense Up for 2 turns and Immunity for 2 turns to self and all VIGILANTE allies.
Heal self and all VIGILANTE allies for 20% of this character's Max Health. Level Required: 70  t4 confidence 57.7%"
DaredevilModern,special,Vigilante,ally,"Assault n' Battery  Attack primary target for 280% damage + Rebound Chain to 2 adjacent targets for 280% damage.

Flip 3 negative effects to positive effects on self and all VIGILANTE allies. Level Required: 65  t4 confidence 63.5%"
DaredevilModern,ultimate,Vigilante,ally,"Law and Order  Apply Slow for 2 turns, Defense Down for 2 turns, and Offense Down for 2 turns to primary target.
Attack primary target for 300% damage.
Bonus Attack primary target for 300% damage.

Flip all negative effects into positive effects on self and all VIGILANTE allies.
Heal self and all VIGILANTE allies for 15% of this character's Max Health.

Gain Taunt for 2 turns and Defense Up for 2 turns. Level Required: 68  t4 confidence 55.5%"
DarkBeast,passive,Death Seed,enemy,"Mad Chemist  In RAIDS, Summon a Clone of the primary target. This Clone scales with Dark Beast's stats instead of the primary target. Clone gains Taunt for 1 turn + Defense Up for 2 turns.

Apply Defense Up for 2 turns to self and all DEATH SEED allies.
Call 2 random allies with the highest Damage to attack the primary target.

Revive a dead DEATH SEED ally with 50% Max Health.

In RAIDS, apply 2 Regeneration for 2 turns to self and all DEATH SEED allies. Level Required: 68  t4 confidence 56.4%"
Darkhawk,passive,P.E.G.A.S.U.S.,self,"Dark Flurry  Gain +25% Damage per Offense Up on this character.

Attack all enemies for 340% damage.

Apply Offense Up for 2 turns to self and all allies.

In RAIDS:
 > Reduce Speed Bar for all enemies by 5% + 5% per P.E.G.A.S.U.S. ally.
 > Fill Speed Bar for this character and all P.E.G.A.S.U.S. allies by 5% + 5% per P.E.G.A.S.U.S. ally. Level Required: 70  t4 confidence 38.4%"
Darkhawk,ultimate,P.E.G.A.S.U.S.,ally,"Raptor Beam  Spread all negative effects, excluding Stun, from the primary target to all adjacent enemies.

Attack primary and adjacent targets for 300% damage + apply Disrupted for 2 turns and Defense Down for 2 turns.

Apply 2 Counter to self and all P.E.G.A.S.U.S. allies.

Apply Offense Up for 2 turns to self and adjacent TECH allies. Level Required: 68  t4 confidence 33.6%"
Darkhawk,ultimate,Tech,ally,"Raptor Beam  Spread all negative effects, excluding Stun, from the primary target to all adjacent enemies.

Attack primary and adjacent targets for 300% damage + apply Disrupted for 2 turns and Defense Down for 2 turns.

Apply 2 Counter to self and all P.E.G.A.S.U.S. allies.

Apply Offense Up for 2 turns to self and adjacent TECH allies. Level Required: 68  t4 confidence 33.6%"
Darkstar,basic,Mutant,enemy,"Laynia Petrovna uses her mutant powers over the Darkforce, to saturate her enemies in dark energy and siphon whats left of them to restore herself and her allies."
Darkstar,passive,PROTECTOR,enemy,"Darkforce Storm  Clear 2 negative effects from self and all WINTER GUARD allies.
Clear Barrier from all enemies.

Attack all enemies for 440% damage.

Apply Immunity and Offense Up to all WINTER GUARD allies.
Clear all Battlefield Effects on the allied side.
Enemies killed by this attack cannot be revived.

In WAR, if this character has 3 WINTER GUARD allies:
 > Steal 15% Health from all enemies and redistribute 300% of Health stolen to self and all WINTER GUARD allies.
 > Reduce the duration of all positive effects by 3 for all PROTECTOR enemies.
 > Clear 2 positive effects from all enemies + copy and clear Revive Once from all enemies.
 > Apply Safeguard for 2 turns to self and all WINTER GUARD allies.
 > This attack cannot be blocked or dodged. Level Required: 70  t4 confidence 43.9%"
Dazzler,basic,Hero,self,"International pop diva and super hero, Dazzler's mutant power to convert sound into energy creates light shows that can captivate audiences or protect her fellow X-Men in battle."
Dazzler,basic,Mutant,self,"International pop diva and super hero, Dazzler's mutant power to convert sound into energy creates light shows that can captivate audiences or protect her fellow X-Men in battle."
Dazzler,basic,X-Men,ally,"International pop diva and super hero, Dazzler's mutant power to convert sound into energy creates light shows that can captivate audiences or protect her fellow X-Men in battle."
Dazzler,passive,Unlimited,ally,"Dancing Queen  Attack primary target for 360% damage, apply Blind, and reduce Speed Bar by 25%.

Barrier self and UNLIMITED X-MEN allies for 30% of this character's Max Health.
In CRUCIBLE, apply 2 Regeneration to self and all UNLIMITED X-MEN allies.

This attack is Unavoidable and cannot be counterattacked. Level Required: 68  t4 confidence 55.4%"
Dazzler,passive,Unlimited X-Men,ally,"Dancing Queen  Attack primary target for 360% damage, apply Blind, and reduce Speed Bar by 25%.

Barrier self and UNLIMITED X-MEN allies for 30% of this character's Max Health.
In CRUCIBLE, apply 2 Regeneration to self and all UNLIMITED X-MEN allies.

This attack is Unavoidable and cannot be counterattacked. Level Required: 68  t4 confidence 55.4%"
Dazzler,passive,X-Men,ally,"Dancing Queen  Attack primary target for 360% damage, apply Blind, and reduce Speed Bar by 25%.

Barrier self and UNLIMITED X-MEN allies for 30% of this character's Max Health.
In CRUCIBLE, apply 2 Regeneration to self and all UNLIMITED X-MEN allies.

This attack is Unavoidable and cannot be counterattacked. Level Required: 68  t4 confidence 55.4%"
Deadpool,special,Minion,enemy,"Dual Pistols  Attack primary target for 270% damage.
Bonus Attack for 220% damage.

This attack always Crits if the target is a MINION or has Safeguard.
When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 44.1%"
Deadpool,special,Retcon,enemy,"Dual Pistols  Attack primary target for 270% damage.
Bonus Attack for 220% damage.

This attack always Crits if the target is a MINION or has Safeguard.
When forced to attack an ally, this character deals less damage to RETCON characters. Level Required: 65  t4 confidence 44.1%"
Deadpool,ultimate,Retcon,ally,"Bounty Hunter  Clear all Barrier on the most injured enemy, ignoring Taunt and Stealth, then attack that enemy for 550% Piercing.

On Kill:
 > Gain Regeneration.
 > On WAR DEFENSE or in BATTLEWORLD, generate 4 Ability Energy for self and all RETCON allies.
 > On WAR DEFENSE or in BATTLEWORLD, if this character has 4 RETCON allies, fill this character's Speed Bar by 70%.

This attack ignores Defense Up. Level Required: 68  t4 confidence 35.1%"
Deathlok,basic,Avenger,enemy,"A soldier reanimated with cybernetic technology, Deathlok eviscerates the enemy team with debilitating blasts and boosts Bionic Avenger allies."
Deathlok,basic,Bionic Avenger,enemy,"A soldier reanimated with cybernetic technology, Deathlok eviscerates the enemy team with debilitating blasts and boosts Bionic Avenger allies."
Deathlok,passive,Avenger,enemy,"Gatling Sweep  Apply Offense Up for 2 turns to self and all BIONIC AVENGER allies.
Attack all enemies for 300% damage + apply 2 Bleed.

Generate 1 Ability Energy for all adjacent BIONIC AVENGER allies.

If this character has 3 or more BIONIC AVENGER allies, this attack cannot be dodged. Level Required: 68  t4 confidence 40.7%"
Deathlok,passive,Bionic Avenger,enemy,"Gatling Sweep  Apply Offense Up for 2 turns to self and all BIONIC AVENGER allies.
Attack all enemies for 300% damage + apply 2 Bleed.

Generate 1 Ability Energy for all adjacent BIONIC AVENGER allies.

If this character has 3 or more BIONIC AVENGER allies, this attack cannot be dodged. Level Required: 68  t4 confidence 40.7%"
Deathlok,special,Avenger,enemy,"Assist/Counter Info Attack primary target for 210% damage + 37% Piercing.In RAIDS, if this character has full energy and Crits on this attack, generate 1 Ability Energy for a random BIONIC AVENGER ally who is not at full energy on start of this turn."
Deathlok,special,Bionic Avenger,enemy,"Assist/Counter Info Attack primary target for 210% damage + 37% Piercing.In RAIDS, if this character has full energy and Crits on this attack, generate 1 Ability Energy for a random BIONIC AVENGER ally who is not at full energy on start of this turn."
Deathlok,ultimate,Avenger,ally,"Laser Barrage  Attack primary target for 200% damage + Bonus Attack 3 times for 100% damage.

In RAIDS, if this character has full energy and Crits on any of these attacks, generate 1 Ability Energy for up to 2 random BIONIC AVENGER allies who were not at full energy on start of this turn. Level Required: 65  t4 confidence 37.6%"
Deathlok,ultimate,Bionic Avenger,enemy,"Laser Barrage  Attack primary target for 200% damage + Bonus Attack 3 times for 100% damage.

In RAIDS, if this character has full energy and Crits on any of these attacks, generate 1 Ability Energy for up to 2 random BIONIC AVENGER allies who were not at full energy on start of this turn. Level Required: 65  t4 confidence 37.6%"
Deathpool,basic,Cosmic,ally,"The daughter of the cosmic entity known as Death and, uh... Deadpool? Okay, wow. Deathpool combines her father's love of brawling with her mother's incredible supernatural powers."
Deathpool,basic,Supernatural,ally,"The daughter of the cosmic entity known as Death and, uh... Deadpool? Okay, wow. Deathpool combines her father's love of brawling with her mother's incredible supernatural powers."
Deathpool,passive,Hero,enemy,"Danse Macabre  Transfer all negative effects from this character to the primary target.
Attack primary target for 300% damage. Attack all adjacent targets for 270% damage.

Steal 15% Health from primary and adjacent targets and redistribute to self and all MYSTIC and HERO allies.

Spread all negative effects from the primary target to all adjacent targets. This will not spread Stun. Level Required: 68  t4 confidence 59.5%"
Deathpool,passive,Mystic,enemy,"Danse Macabre  Transfer all negative effects from this character to the primary target.
Attack primary target for 300% damage. Attack all adjacent targets for 270% damage.

Steal 15% Health from primary and adjacent targets and redistribute to self and all MYSTIC and HERO allies.

Spread all negative effects from the primary target to all adjacent targets. This will not spread Stun. Level Required: 68  t4 confidence 59.5%"
Deathpool,ultimate,Minion,enemy,"Fatal Flourish  Clear all negative effects on this character. If any negative effects are removed, heal self for 5% per negative effect removed.
Heal self for 10% of Max Health.

Attack primary and adjacent targets for 300% damage + clear Deathproof.
Flip Stealth + Speed Up on primary and adjacent targets.
If enemy is a MINION, attack that enemy for 600% damage instead.

This attack cannot be blocked. Level Required: 65  t4 confidence 67.1%"
DoctorOctopus,basic,Sinister Six,ally,"Genius, egomaniac, and mastermind, Doctor Octopus enhances Sinister Six allies and summons them to battle."
DoctorOctopus,passive,Villain,enemy,"Superior Villain  Attack all enemies for 350% + flip 2 positive effects to negative effects.

Prolong the duration of all negative effects by 1 on each target.

This attack cannot be counterattacked or dodged. Level Required: 70  t4 confidence 55.8%"
DoctorOctopus,ultimate,Sinister Six,ally,"Sinister Recharge  Apply +3 Charged, up to a maximum of 10, to self and all CHARGEABLE SINISTER SIX allies.
Summon a missing SINISTER SIX ally from the following list: Shocker, Vulture, Rhino, Mysterio, Green Goblin. If the missing SINISTER SIX ally is already summoned, fill that character's Speed Bar by 100%.

Apply 3 Regeneration for 2 turns to self and all allies.

Flip 3 negative effects into positive effects on self and all SINISTER SIX allies. Level Required: 68  t4 confidence 66.8%"
DoctorStrange,passive,Astral,ally,"Book of the Vishanti  Clear all negative effects from self and all  allies.

Revive 2 dead random allies with 65% Health.

Heal all allies for 20% of this character's Max Health.

In BATTLEWORLD and WAR:
 > Gain 3 Ability Energy.
 > Apply 2 Counter, 2 Deathproof, and 2 Deflect to self and all ASTRAL allies. Level Required: 80  t4 confidence 65.1%"
DoctorStrange,special,Astral,enemy,"Bolt of Balthak  Attack primary target for 260% Piercing + 3% of target's Max Health + apply Offense Down for 2 turns.

Barrier Self for 5% of this character's Max Health.

When forced to attack an ally, this character deals less damage to ASTRAL characters.

This attack is Unavoidable. Level Required: 65  t4 confidence 56.8%"
DoctorVoodoo,passive,Dark Hunter,enemy,"Soul Manipulation  Steal 20% Health from all enemies and redistribute 150% Health stolen to all DARK HUNTER allies. This bypasses Heal Block.
Clear all negative effects from all DARK HUNTER allies.

In WAR OFFENSE, apply Immunity to all MYSTIC allies.

This attack ignores Deathproof.
This attack cannot be counterattacked. Level Required: 70  t4 confidence 27.8%"
DoctorVoodoo,passive,Mystic,enemy,"Soul Manipulation  Steal 20% Health from all enemies and redistribute 150% Health stolen to all DARK HUNTER allies. This bypasses Heal Block.
Clear all negative effects from all DARK HUNTER allies.

In WAR OFFENSE, apply Immunity to all MYSTIC allies.

This attack ignores Deathproof.
This attack cannot be counterattacked. Level Required: 70  t4 confidence 27.8%"
DoctorVoodoo,special,Dark Hunter,enemy,"Staff Blast  Transfer 1 Deathproof from primary target to self.
Attack primary target for 300% damage.
Heal self and all DARK HUNTER allies by 8% of this character's Max Health. Level Required: 65  t4 confidence 21.3%"
DoctorVoodoo,ultimate,Dark Hunter,enemy,"Doctor's Orders  Apply Ability Block and Defense Down to primary target + Apply Defense Down to adjacent targets.

Mind Control 2 adjacent enemies to attack the primary target. The controlled enemies gain +30% Damage for this attack.

Barrier self and all DARK HUNTER allies by 30% of this character's Max Health + Barrier adjacent non-DARK HUNTER allies by 20% of this character's Max Health.

On WAR OFFENSE, this attack cannot be  blocked. Level Required: 68  t4 confidence 25.9%"
Domino,basic,CONTROLLER,ally,Domino is X-Force's Controller whose Mutant luck lets her allies Dodge and deal deadlier Critical hits.
Domino,basic,Mutant,ally,Domino is X-Force's Controller whose Mutant luck lets her allies Dodge and deal deadlier Critical hits.
Domino,basic,X-Force,ally,Domino is X-Force's Controller whose Mutant luck lets her allies Dodge and deal deadlier Critical hits.
Domino,passive,Secret Warrior,enemy,"No Scope  Attack primary target for 310% damage + apply Disrupted. Rebound Chain to 5 adjacent targets for 310% damage.

Dodge breaks this Chain.

If this character has 3 or more SECRET WARRIOR allies:
> Apply Disrupted to secondary targets.
> This attack cannot be dodged. Level Required: 70  t4 confidence 13.5%"
Domino,special,Secret Warrior,enemy,"Lucky Shot  Attack primary target for 210% damage. Gain +50% Crit Chance for this attack.

Gain an assist from a random X-FORCE or SECRET WARRIOR ally. Level Required: 65  t4 confidence 19.4%"
Domino,special,X-Force,enemy,"Lucky Shot  Attack primary target for 210% damage. Gain +50% Crit Chance for this attack.

Gain an assist from a random X-FORCE or SECRET WARRIOR ally. Level Required: 65  t4 confidence 19.4%"
Domino,ultimate,Secret Warrior,enemy,"Fire in the Hole  If Deadpool is an ally, transfer all negative effects from self and each X-FORCE ally to Deadpool. Fill Speed Bar for Deadpool by 80%.

Attack the most injured enemy and all adjacent targets for 320% damage.

Clear 2 negative effects from self and all SECRET WARRIOR allies. Level Required: 68  t4 confidence 13.6%"
Domino,ultimate,X-Force,ally,"Fire in the Hole  If Deadpool is an ally, transfer all negative effects from self and each X-FORCE ally to Deadpool. Fill Speed Bar for Deadpool by 80%.

Attack the most injured enemy and all adjacent targets for 320% damage.

Clear 2 negative effects from self and all SECRET WARRIOR allies. Level Required: 68  t4 confidence 13.6%"
Dormammu,basic,Mystic,enemy,"Lord of the Dark Dimension, Dormammu revives his fallen allies and rains mystic chaos down on his enemies."
Dormammu,ultimate,Eternal,enemy,"Eternal Darkness  Attack all enemies for 360% damage + 30% Drain.
Clear Immunity from all enemies, if an enemy does not have Immunity, clear 1 other positive effect instead.

If this character has Ability Block, fill Speed Bar by 80%.

This attack cannot miss. Level Required: 65  t4 confidence 80.1%"
EbonyMaw,basic,Black Order,ally,"The Black Order's Support, Ebony Maw aids Thanos by granting positive effects to allies."
EbonyMaw,basic,SUPPORT,ally,"The Black Order's Support, Ebony Maw aids Thanos by granting positive effects to allies."
EbonyMaw,passive,Black Order,self,"Forced Transfusion  Steal 3% Health from all enemies and redistribute to all allies. This bypasses Heal Block.
Repeat this attack 4 additional times.
Apply Slow to all enemies for 2 turns.
Fill Speed Bar for self and all allies by 5% per BLACK ORDER and Thanos allies.
Reduce Speed Bar for all enemies by 5% per BLACK ORDER and Thanos allies.

Each attack redistributes a maximum of 25% of this character's Max Health.

This attack ignores Deathproof and passives that trigger when a character drops below a certain Health. Level Required: 70  t4 confidence 46.1%"
EbonyMaw,special,CONTROLLER,enemy,"Needle Storm  Attack primary target for 100% Piercing + Bonus Attack 3 times for 80% Piercing.

Apply Bleed. If the primary target is a HERO CONTROLLER, apply Bleed for 2 turns instead. Level Required: 65  t4 confidence 46.4%"
EbonyMaw,special,Hero,enemy,"Needle Storm  Attack primary target for 100% Piercing + Bonus Attack 3 times for 80% Piercing.

Apply Bleed. If the primary target is a HERO CONTROLLER, apply Bleed for 2 turns instead. Level Required: 65  t4 confidence 46.4%"
EbonyMaw,ultimate,Black Order,ally,"Insidious Whisper  Apply Defense Up for 2 turns to self and all allies.
Apply Counter to self, all BLACK ORDER, and Thanos allies.
Apply Offense Down for 2 turns to all enemies.
Clear all Counter, Deflect, and Minor Deflect from all enemies. Level Required: 68  t4 confidence 44.9%"
EbonyMaw,ultimate,Insidious,self,"Insidious Whisper  Apply Defense Up for 2 turns to self and all allies.
Apply Counter to self, all BLACK ORDER, and Thanos allies.
Apply Offense Down for 2 turns to all enemies.
Clear all Counter, Deflect, and Minor Deflect from all enemies. Level Required: 68  t4 confidence 44.9%"
Echo,passive,Avenger,enemy,"Tonfa Bash  Attack primary target for 350% damage.
Chain to 2 targets within 2 spaces of the previous target for 200% damage.

This attack has 25% Extra Crit Chance.

Apply +2 Evade, up to a maximum of 5, to self and YOUNG AVENGER allies.

On WAR DEFENSE, this targets most injured enemy, ignoring Taunt.

Dodge breaks this Chain.  Level Required: 68  t4 confidence 38.6%"
Echo,passive,Young Avenger,enemy,"Tonfa Bash  Attack primary target for 350% damage.
Chain to 2 targets within 2 spaces of the previous target for 200% damage.

This attack has 25% Extra Crit Chance.

Apply +2 Evade, up to a maximum of 5, to self and YOUNG AVENGER allies.

On WAR DEFENSE, this targets most injured enemy, ignoring Taunt.

Dodge breaks this Chain.  Level Required: 68  t4 confidence 38.6%"
Eclipse,passive,Daring Warrior,enemy,"Moonlight Wrath  Clear all Barrier on all enemies.
Apply Defense Up for 2 turns  and Immunity for 2 turns to self and all allies.

Attack all enemies for 500% damage.

Heal self and all DARING WARRIOR allies for 25% of this character's Max Health.

Clear Crescent Moon and New Moon on self.
The first time this ability is used, gain Full Moon.

Full Moon:
 > On enemy Turn, apply Offense Down to that enemy. Level Required: 70  t4 confidence 23.1%"
Eclipse,ultimate,Daring Warrior,ally,"Earthen Strike  Attack primary target and adjacent targets for 450% damage + apply Disrupted for 2 turns and Silence for 2 turns.

Reduce the duration of Trauma by 2 on self and all DARING WARRIOR allies.
Heal self and all allies by 25% of this character's Max Health + clear all Darkness.
While this character is alive, this character and all allies cannot gain Darkness.

In CRUCIBLE or BATTLEWORLD, for self and all DARING WARRIOR allies:
 > Flip all negative effects and apply Immunity.
 > Generate 2 Ability Energy.

Clear Crescent Moon and Full Moon on self.
The first time this ability is used, gain New Moon.

This attack is Unavoidable and cannot be blocked or counterattacked.

New Moon:
 > On enemy Turn, 50% chance to apply Blind.
 > In CRUCIBLE or BATTLEWORLD, if this character has 3 DARING WARRIOR allies, always apply Blind on enemy Turn. Level Required: 68  t4 confidence 21.7%"
